hash,name,text
642805163,NQ_UW9516_LOG_OFFEN,'The soothsayer was able to tell me where to find the lost barrel. All I have to do is to go and fetch it.'
643431380,DQ17_TOETE_NPC_ZIEL1,'Orc'
643431381,DQ17_TOETE_NPC_ZIEL2,'Ogre'
643431382,DQ17_TOETE_NPC_ZIEL3,'Minotaur'
643431383,DQ17_TOETE_NPC_ZIEL4,'Harpy'
643431384,DQ17_TOETE_NPC_ZIEL5,'Gargoyle'
643431385,DQ17_TOETE_NPC_ZIEL6,'Wyvern'
643431386,DQ17_TOETE_NPC_ZIEL7,'Zombie'
643431387,DQ17_TOETE_NPC_ZIEL8,'Ghoul'
643431388,DQ17_TOETE_NPC_ZIEL9,'Skeleton'
648730453,NQ_7613_LOG_SIEG,'I succeeded in killing all the demons. The Haduk slaves are free and I have received a skill point.'
650669177,RB_5085_LOG_HEADER,'The final opponents of the northern region have been awakened.'
651845958,NQ_7612_LOG_TITLE,'Escort'
654872062,DQ_15047_LOG_OFFEN,'Zukeff was indeed one of the thieves, but he will no longer steal any venison.'
656138663,NQ_DW26642_LOG_POST,'Hey you there! Take this barrel to Drakenden.<n>My supplier has fallen ill and this barrel of my finest whiskey has to be taken to the tavern at the Drakenden crossroads as soon as possible. Can you deliver it? The innkeeper will reward you.'
658124950,NQ_OWBM27010_LOG_TITLE,'Teleri-Animala!'
659503771,NQ_PS1346_LOG_INTRO,"To fight for the Crown! My father's father has said, it is an honorable duty to be a Royal Mage…"
661669453,NQ_UW9516_LOG_HEADER,'Recover the lost barrel of rum.'
663338848,DQ1_BRINGE_NPC_ZIEL1,'Daughter'
663338849,DQ1_BRINGE_NPC_ZIEL2,'Son'
663338850,DQ1_BRINGE_NPC_ZIEL3,'Cow'
663338851,DQ1_BRINGE_NPC_ZIEL4,'Pig'
663338852,DQ1_BRINGE_NPC_ZIEL5,'Chicken'
663338853,DQ1_BRINGE_NPC_ZIEL6,'Horse'
663338854,DQ1_BRINGE_NPC_ZIEL7,'Forest Ranger'
663338855,DQ1_BRINGE_NPC_ZIEL8,'Medic'
663338856,DQ1_BRINGE_NPC_ZIEL9,'Nurse'
663545649,NQ_7617_LOG_OFFEN,'This man would like to be escorted to the beach in the south where the pirates are. He thinks he might be able to make a profit by offering his services to the pirates. If he went alone, he would never arrive there alive. Therefore, I have to protect him.'
675218182,NQ_7609_LOG_TITLE,'Valuable Giblets - Hornet'
677466543,DQ_10254_LOG_HEADER,'Highwaymen have abducted the wife of a traveling nobleman. I have to rescue her.'
681033420,DQ_15048_OFFEN,'Don’t treat this task lightly. Beware of the consequences!'
684525031,NQ_7626_LOG_TITLE,'Intrigues'
686290096,DQ_15036_LOG_ZIEL,'I have delivered the traditional wedding drink of lentil liqueur to Mascarell in good time. Tina of Colecreek will be the perfect hostess tonight.<n>Quest completed.'
686729854,DQ_15026_ZIEL,'There it is! Let me take a quick look at it. Hmm… oh no! Oh dear… I need training to become a shoemaker? How so? Why? I wanted to become rich quickly…'
688469383,DQ_15059_OFFEN,'Be patient. You will find them sooner or later.'
688660797,NQ_7607_LOG_TITLE,'Battle of Powers - Insect Larva'
699532552,DQ_15042_OFFEN,'Did you find the weapon yet? No? Maybe I had better start packing.'
700474853,DQ_15050_OFFEN,'How long have I been waiting now? I have lost all sense of time…'
702382841,DQ_15030_ZIEL,'You certainly did us a great favor. Finally, we can play outside again without being troubled! Hooray!'
703737954,DQ_15056_LOG_ZIEL,'I reported back to Lamott in Bravewall and received a reward from the Crown.<n>Quest completed.'
708078146,NQ_7601_LOG_HEADER,'Okrimduk has vanished'
708314687,NQ_OWBM13064_LOG_HEADER,'Kill the rabid wolves! '
708796975,DQ_26611_ABBRUCH,"Excellent! Hornet Queen giblets are very difficult to find because there are precious few hornet hives left in the area. I grant you a boon of my experience as a reward. I'm getting very close to being able to complete this healing salve, but I still require two more components."
710323646,DQ_15029_LOG_OFFEN,'Ancaria has ten thieves less to worry about. I should find Soldier Harun and collect my reward.'
710966374,NQ_OWBL15506_NPC_ZIEL,'Pain and hit #1'
711067452,DQ_10251_LOG_SIEG,'The monster in question was a zombie. I received a more than generous reward from the Haduk Fungus Gardener.'
714156493,DQ_15066_LOG_OFFEN,'Obviously, the lumberjacks were too careless and Dark Elves took them by surprise. I arrived just in time to save one man’s life. I am going to escort him back to Gloomoor.'
717242525,NQ_Y12036_LOG_OFFEN,'Magic Sword'
719427877,DQ22_BRINGE_NPC_ZIEL10,'Day Laborers'
719427878,DQ22_BRINGE_NPC_ZIEL11,'Master Builder'
719427879,DQ22_BRINGE_NPC_ZIEL12,'Carpenter'
719427880,DQ22_BRINGE_NPC_ZIEL13,'Smith'
719427881,DQ22_BRINGE_NPC_ZIEL14,'Art Expert'
719427882,DQ22_BRINGE_NPC_ZIEL15,'Alchemist'
719427883,DQ22_BRINGE_NPC_ZIEL16,'Veterinarian'
719427884,DQ22_BRINGE_NPC_ZIEL17,'Furrier'
719427885,DQ22_BRINGE_NPC_ZIEL18,'Tailor'
719427886,DQ22_BRINGE_NPC_ZIEL19,'Maidservant'
719427990,DQ22_BRINGE_NPC_ZIEL20,'Servant'
719427991,DQ22_BRINGE_NPC_ZIEL21,"Lady's Maid"
719427992,DQ22_BRINGE_NPC_ZIEL22,'Geologist'
719427993,DQ22_BRINGE_NPC_ZIEL23,'Dancer'
719734144,NQ_BLDH6431_LOG_INTRO,'This way leads to Silver Creek, Amon-Shi!<n>You have not yet completed our task in Bellevue.<n>I will follow you again, once you have completed your task.'
722081352,DQ_10257_LOG_HEADER,'I have to find a testament inside a small keep, which is somewhere in the forest.'
724438927,DQ_15048_LOG_OFFEN,'This creature looka like it originated from hell itself. I think I will have to talk to Farki again.'
725403028,DQ3_BRINGE_NPC_ZIEL10,'Day Laborers'
725403029,DQ3_BRINGE_NPC_ZIEL11,'Master Builder'
725403030,DQ3_BRINGE_NPC_ZIEL12,'Carpenter'
725403031,DQ3_BRINGE_NPC_ZIEL13,'Smith'
725403032,DQ3_BRINGE_NPC_ZIEL14,'Art Expert'
725403033,DQ3_BRINGE_NPC_ZIEL15,'Alchemist'
725403034,DQ3_BRINGE_NPC_ZIEL16,'Veterinarian'
725403035,DQ3_BRINGE_NPC_ZIEL17,'Furrier'
725403036,DQ3_BRINGE_NPC_ZIEL18,'Tailor'
725403037,DQ3_BRINGE_NPC_ZIEL19,'Maidservant'
725403141,DQ3_BRINGE_NPC_ZIEL20,'Servant'
725403142,DQ3_BRINGE_NPC_ZIEL21,"Lady's Maid"
725403143,DQ3_BRINGE_NPC_ZIEL22,'Geologist'
725403144,DQ3_BRINGE_NPC_ZIEL23,'Dancer'
728480106,NQ_WD25033_LOG_TEXT,"Help me! Slavers have attacked the abbey, abducted me and want to sell me to a sorcerer. Please save me from these villains and escort me to the headquarters at Bellevue, so that I can tell the King's troops. "
728654918,NQ_UW9521_LOG_TITLE,'A Demon called Mirkon'
738197564,DQ_15061_LOG_ZIEL,'All the children are gathered together and they can now head out for their excursion.<n>Quest completed.'
740536298,DQ_10259_LOG_HEADER,'I must kill some orc warriors in the area around the oasis for an orc-hating nobleman and return eight of their rings to him.'
741463994,NQ_7621_LOG_OFFEN,'The pirate’s chef requires twelve crab legs. Well, that should not be too difficult. The area is crawling with crabs. I will hunt and kill them until I have found enough legs.'
745006993,DQ_15045_LOG_OFFEN,'I was able to locate the healing herb. I must take it to Tindra quickly to prevent her daughter from suffering.'
750370178,NQ_7610_LOG_SIEG,"I have returned the second of three components to Lareniar. Unfortunately, his customer is still not beyond Death's grasp. The last component that Lareniar needs to prepare his mixture is still missing."
751815863,NQ_UW9517_LOG_HEADER,'Escort the selected guests to Sebastian so that the binge may begin.'
752811460,NQ_VW17201_POST,"Player doesn't meet requirements"
753112821,DQ_15042_ZIEL,"Thank the Gods! You found 'Rock Splitter' and returned it unscathed. How can I ever thank you!"
755870309,NQ_7603_LOG_TITLE,'Rescue Mission to the Nuk-Nuk'
759735035,RB_5087_LOG_TITLE,'Clear the Region of Shaddar Nur.'
760790285,DQ_15004_LOG_ZIEL,'Oh well, it was not very heroic to find and deliver the pay book, but at least Guard Azrott will receive his pay and doesn’t get into trouble with his nagging wife.<n>Quest completed.'
765415723,NQ_7603_LOG_SIEG,'I have reached the Nuk-Nuk camp where Okrimduk has been held. However, he is not here any longer. The Nuk-Nuk high priest intends to sacrifice him – somewhere north.'
769459818,NQ_OWWB21005_LOG_DIALOG,"I'll never understand why these people prefer life on the surface. This place smells of too many people…"
770917827,DQ_15022_LOG_OFFEN,'I have found the mother and now I have to escort her safely back to town.'
772942830,NQ_DWHE481_LOG_TITLE,'Statue<n><n>In honor of Angela, who fell in love with a bear'
772943389,Q_18578_LOG_POST,'Runestone<n><n>Never wrestle in the mud with a pig. You will both get dirty, but the pig will enjoy it. '
772943503,NQ_BLDH9494_LOG_PRENPC,"Statue<n><n>'Ora et Deflora'"
772947312,DQ10_TOETE_NPC_ZIEL1,'Orc'
772947313,DQ10_TOETE_NPC_ZIEL2,'Ogre'
772947314,DQ10_TOETE_NPC_ZIEL3,'Minotaur'
772947315,DQ10_TOETE_NPC_ZIEL4,'Harpy'
772947316,DQ10_TOETE_NPC_ZIEL5,'Gargoyle'
772947317,DQ10_TOETE_NPC_ZIEL6,'Wyvern'
772947318,DQ10_TOETE_NPC_ZIEL7,'Zombie'
772947319,DQ10_TOETE_NPC_ZIEL8,'Ghoul'
772947320,DQ10_TOETE_NPC_ZIEL9,'Skeleton'
773670506,DQ24_BRINGE_NPC_ZIEL28_SIEG,'The three monstrous insects are destroyed. Finally, I have accomplished my task for the Mohkva. I find it very difficult to trust these Mohkva… I hope they keep their promises!'
777146639,NQ_DWBM6251_LOG_TITLE,'Eroding Pistol of Battle'
780303369,DQ_15012_ZIEL,'Ha! You sure put the green filth in their place. Here is the reward, as I promised you. Keep your eyes peeled and fight the enemy where you find him.'
783101913,DQ20_TOETE_NPC_ZIEL1,'Orc'
783101914,DQ20_TOETE_NPC_ZIEL2,'Ogre'
783101915,DQ20_TOETE_NPC_ZIEL3,'Minotaur'
783101916,DQ20_TOETE_NPC_ZIEL4,'Harpy'
783101917,DQ20_TOETE_NPC_ZIEL5,'Gargoyle'
783101918,DQ20_TOETE_NPC_ZIEL6,'Wyvern'
783101919,DQ20_TOETE_NPC_ZIEL7,'Zombie'
783101920,DQ20_TOETE_NPC_ZIEL8,'Ghoul'
783101921,DQ20_TOETE_NPC_ZIEL9,'Skeleton'
784448376,Q_6469_TITLE,'Devastating Gauntlets of the Angels'
788419380,DQ_15047_OFFEN,'Stay Focused!'
790412185,NQ_8277_NPC_ZIEL,'Singing Wings of the Hero'
790541622,NQ_Q29338_PRENPC,'Lucid Blade of the Hero'
792859359,DQ_15055_LOG_ZIEL,'Elisia and her hare are reunited. The twinkling of her eyes is a wonderful reward.'
793117830,NQ_UW5316_LOG_TITLE,'LEVEL DESIGN'
796604629,DQ_15059_LOG_ZIEL,'Petrolan seems relieved that he did not have to stand against those Dark Elves. At least my reward was adequate.'
796706007,NQ_7627_LOG_SIEG,'I have delivered the message to Galtzark. He appears to be just as devious as the other demons. I don’t know yet whether my effort was really worth it but I am going to continue playing the demons’ game for a while longer.'
797739945,DQ_15074_OFFEN,"Don't forget that you have accepted a quest…"
798129346,RB_5082_LOG_HEADER,'The final opponents of the northern core region have been awakened.'
799915122,NQ_UW9522_LOG_SIEG,'Mirkon drank the antidote and he has changed back into his original shape. Yet again, I have saved a poor soul.'
801393896,DQ_15075_LOG_OFFEN,'Good grief! This conjurer sure made a mess of this. I have never seen such a creature in my life!'
802447479,DQ14_TOETE_NPC_ZIEL1,'Orc'
802447480,DQ14_TOETE_NPC_ZIEL2,'Ogre'
802447481,DQ14_TOETE_NPC_ZIEL3,'Minotaur'
802447482,DQ14_TOETE_NPC_ZIEL4,'Harpy'
802447483,DQ14_TOETE_NPC_ZIEL5,'Gargoyle'
802447484,DQ14_TOETE_NPC_ZIEL6,'Wyvern'
802447485,DQ14_TOETE_NPC_ZIEL7,'Zombie'
802447486,DQ14_TOETE_NPC_ZIEL8,'Ghoul'
802447487,DQ14_TOETE_NPC_ZIEL9,'Skeleton'
802792909,NQ_7626_LOG_SIEG,'Even though I find these creatures disgusting, I have helped them. The demon who spied on the other demons for Anducar is dead. This has of certainly improved my standing with the other demons. I am sure I will be able to benefit from my reputation soon.'
804240471,RB_9344_LOG_TEXT,'There is at least a little peace in this area.'
804252902,NQ_OWHE29578_LOG_PRENPC,'It seems the Haduk will have to help themselves.'
804278548,NQ_OWBM23659_HEADER,' '
807865107,DQ5_TOETE_NPC_ZIEL1,'Orc'
807865108,DQ5_TOETE_NPC_ZIEL2,'Ogre'
807865109,DQ5_TOETE_NPC_ZIEL3,'Minotaur'
807865110,DQ5_TOETE_NPC_ZIEL4,'Harpy'
807865111,DQ5_TOETE_NPC_ZIEL5,'Gargoyle'
807865112,DQ5_TOETE_NPC_ZIEL6,'Wyvern'
807865113,DQ5_TOETE_NPC_ZIEL7,'Zombie'
807865114,DQ5_TOETE_NPC_ZIEL8,'Ghoul'
807865115,DQ5_TOETE_NPC_ZIEL9,'Skeleton'
809432618,DQ_15072_LOG_OFFEN,'You have to be careful not to damage the spiders’ carapaces, otherwise they will be rendered useless for brewing. You learn something new every day. Anyway, I am going to head back and pick up the reward for my hard work'
812193263,NQ_7614_LOG_HEADER,'The Missing Child'
815051263,NQ_UW9519_LOG_SIEG,'This was definitely not an easy task but I have found the blood. Everything will be alright!'
815524274,DQ_15081_OFFEN,'I hope the hell golems will boil with rage! Please kill the six bears.<n>'
815609928,DQ_15044_OFFEN,'Do you remember? You said you would look for my beloved Serana!'
815877966,DQ_10250_LOG_OFFEN,'I have to kill four Titanic Flies near the village in order to fill four vials with insect blood. The Wandering Druid requires the blood as an ingredient for a medicine.'
816324731,DQ_15031_OFFEN,'Have you found my father yet?'
817845832,NQ_6003_LOG_HEADER,'Save the Fine Elven Lady'
821591612,DQ_15025_LOG_ZIEL,'This, what did he call himself, Dryad… that’s right… he is free again. His prophecies were strange, but he was an interesting individual. I wonder whether I will ever meet his kind again.<n>Quest completed.'
823826512,DQ_15037_ZIEL,'There he is, my good Gambit. I cannot tell you how grateful I am. Thank you very much indeed!'
824051222,NQ_UW9520_LOG_OFFEN,'I received the cookies from the Master Baker and now I must decide whether to hand them to the Marquis personally or take them to Carolyn.'
824535382,NQ_7618_LOG_TITLE,'A Brother in Need'
826656284,NQ_7611_LOG_SIEG,'I have killed all three of the monstrous insects and have taken their giblets to Lareniar. At last he is able to prepare the mixture that will save his customer’s life. I have received three valuable items in return. Lareniar appears to be honorable and those skirmishes were easily worth my while.'
832100905,NQ_7612_LOG_OFFEN,'Nanoduk is one of the Haduk gatherers. He is on his way into a Haduk village that has not had any supplies for quite a while. I will protect him during his perilous journey and ensure that he arrives safely.'
838265073,NQ_SF17585_LOG_INTRO,'Engulfing Armor of the Leader'
839479499,DQ_15041_ZIEL,'I knew this task would be easy for you. Thank you very much.'
845492773,DQ_15007_LOG_ZIEL,'Lady Melissa’s thirst for revenge has been quenched. I have no idea what she will do with the bloody goblin organs. However, the expression in her eyes makes me confident that she can bear her fate more easily now that the goblins are dead.<n>Quest completed.'
845901537,NQ_13894_LOG_POST,'<battle cry>'
847701334,DQ_15025_LOG_OFFEN,'The banishment spell actually exists. It seems the stranger was speaking the truth.'
849911690,DQ_15003_LOG_ZIEL,'I have completed the task set by the owner of the local arena, Igor Baltschik. However, I wonder just who is the beast around here…<n>Quest completed.'
855473129,NQ_7609_LOG_OFFEN,'The merchant Lareniar has to prepare a healing salve urgently. For this he requires the giblets of three monstrous insects. Firstly, I have to find the Hornet Queen and kill it. Afterwards, I must return to Lareniar with the giblets.'
861272646,DQ_15024_LOG_ZIEL,'Finally, Lady Judith Miller’s vengeance has been taken upon the child murderer Alundir Mordir. His assault on me before I could even talk to him was something of a confession to me. He looked quite strange. I assume that there was even more to him than meets the eye…<n>Quest completed.'
865350390,NQ_7625_LOG_TITLE,'Freedom for the Haduk'
868915744,DQ24_BRINGE_NPC_ZIEL28_OFFEN,'The last creature I am supposed to kill for the Mohkva is an Insect Larva. It also hides beneath the surface as the others did. I must be careful because it will fight until it has drawn its last breath. Still, I shall destroy it and return with a piece of its body!'
869118237,DQ_15004_OFFEN,'Please don’t forget to fetch my pay book or I will not survive this evening…'
869190197,DQ_15062_ZIEL,'It is true then… Evil Dark Elves have murdered him. Thank you for your assistance and for returning his ring. May the Gods bestow a more favorable fate upon you than they did on my husband and his men.'
872739174,DQ_15052_LOG_OFFEN,'After a short fight, I was able to retrieve the staff. I will return it to Alundra now.'
883993265,DQ_15057_LOG_ZIEL,'Apolla thanked me for avenging her husband. She is glad that the beast will no longer cause any harm.<n>Quest completed.'
887463853,NQ_7609_LOG_HEADER,'Into the Hornet Nest'
889333486,NQ_7621_LOG_HEADER,"The Chef's Magic Ring"
889399762,DQ_15069_LOG_ZIEL,'There goes the strange magician. Maybe I will meet him again in Mystdale…<n>Quest completed.'
895924050,DQ_15055_LOG_OFFEN,'Ha! I trapped the furry critter straight away. Maybe I should apply as the royal hare-catcher.'
896308785,DQ_15001_OFFEN,'Please don’t forget to fetch the tangleweed from the herb garden.'
897566877,NQ_7625_LOG_HEADER,'Free us from the clutches of the Nuk-Nuk'
903468801,DQ_15078_OFFEN,'I told you to kill twenty hell golems! What are you waiting for… the rebirth of the dwarves?'
903668671,DQ4_TOETE_NPC_ZIEL1,'Orc'
903668672,DQ4_TOETE_NPC_ZIEL2,'Ogre'
903668673,DQ4_TOETE_NPC_ZIEL3,'Minotaur'
903668674,DQ4_TOETE_NPC_ZIEL4,'Harpy'
903668675,DQ4_TOETE_NPC_ZIEL5,'Gargoyle'
903668676,DQ4_TOETE_NPC_ZIEL6,'Wyvern'
903668677,DQ4_TOETE_NPC_ZIEL7,'Zombie'
903668678,DQ4_TOETE_NPC_ZIEL8,'Ghoul'
903668679,DQ4_TOETE_NPC_ZIEL9,'Skeleton'
904269258,DQ_15028_OFFEN,'Please hurry before these infidels decide to leave the area.'
906485244,NQ_7610_LOG_HEADER,'The Crawlers'
912145149,DQ_15077_LOG_OFFEN,'This gargoyle is indeed tame and it follows me around everywhere I go. The animagus will be happy to see Fyren alive and well.'
913713750,DQ_15006_LOG_ZIEL,'Another task completed! The angler Godfaith has received his bait and Jack is getting bored watching him fishing.<n>Quest completed.'
917879805,NQ_WD29739_INFO,'What an arena!'
920730555,DQ12_BRINGE_NPC_ZIEL1,'Daughter'
920730556,DQ12_BRINGE_NPC_ZIEL2,'Son'
920730557,DQ12_BRINGE_NPC_ZIEL3,'Cow'
920730558,DQ12_BRINGE_NPC_ZIEL4,'Pig'
920730559,DQ12_BRINGE_NPC_ZIEL5,'Chicken'
920730560,DQ12_BRINGE_NPC_ZIEL6,'Horse'
920730561,DQ12_BRINGE_NPC_ZIEL7,'Forest Ranger'
920730562,DQ12_BRINGE_NPC_ZIEL8,'Medic'
920730563,DQ12_BRINGE_NPC_ZIEL9,'Nurse'
931374152,DQ_15062_OFFEN,'If you head south, please look for the missing men.'
931459806,DQ_15025_OFFEN,'Hurry, before worse events unfold.'
931601650,DQ_15083_OFFEN,'GO! Quickly! Free my husband before they will hurt him.<n>'
937316555,NQ_OWHE2402_LOG_DIALOG,'Hah! How I love these frightened looks!'
937973265,NQ_7620_LOG_OFFEN,'Many skeletons are in this area. The pirates need their skulls in order to concoct Potions of Undead Death. I will head out, collect as many skulls as possible and return them to the pirates. It would be a crime if they did not provide me with some of these potions afterwards.'
939903888,DQ_15057_ZIEL,'I thank you and will include you in my prayers. Farewell!'
942845849,DQ1_BRINGE_NPC_ZIEL10,'Day Laborers'
942845850,DQ1_BRINGE_NPC_ZIEL11,'Master Builder'
942845851,DQ1_BRINGE_NPC_ZIEL12,'Carpenter'
942845852,DQ1_BRINGE_NPC_ZIEL13,'Smith'
942845853,DQ1_BRINGE_NPC_ZIEL14,'Art Expert'
942845854,DQ1_BRINGE_NPC_ZIEL15,'Alchemist'
942845855,DQ1_BRINGE_NPC_ZIEL16,'Veterinarian'
942845856,DQ1_BRINGE_NPC_ZIEL17,'Furrier'
942845857,DQ1_BRINGE_NPC_ZIEL18,'Tailor'
942845858,DQ1_BRINGE_NPC_ZIEL19,'Maidservant'
942845962,DQ1_BRINGE_NPC_ZIEL20,'Servant'
942845963,DQ1_BRINGE_NPC_ZIEL21,"Lady's Maid"
942845964,DQ1_BRINGE_NPC_ZIEL22,'Geologist'
942845965,DQ1_BRINGE_NPC_ZIEL23,'Dancer'
943179501,NQ_7616_LOG_OFFEN,'An undead magician is terrorizing this realm. He is hiding in the local graveyard. I am going to make sure that the dead rest in peace again.'
943741788,DQ_15011_LOG_OFFEN,'The loathsome orc Gnarf Clubleg is food for the worms now and the death of Herban Wilbur has been avenged. I should go and pass the good news on to Andijala.'
944625262,NQ_5002_LOG_TITLE,'The Forgotten Swamps of Azschabrag'
945053214,NQ_UW14_LOG_SIEG,'The fools are free of this world, and this world is free from these fools.'
958723984,DQ_10261_LOG_HEADER,'A young man’s wife has been abducted. I have to find and rescue her and reunite her with her husband.'
959414385,NQ_UW13_LOG_SIEG,'I have found the treasure. Three undead pirates tried to block my way. They were not able to own it alive, and they sure as hell will not keep it while they are dead!'
963337659,DQ12_BRINGE_NPC_ZIEL10,'Day Laborers'
963337660,DQ12_BRINGE_NPC_ZIEL11,'Master Builder'
963337661,DQ12_BRINGE_NPC_ZIEL12,'Carpenter'
963337662,DQ12_BRINGE_NPC_ZIEL13,'Smith'
963337663,DQ12_BRINGE_NPC_ZIEL14,'Art Expert'
963337664,DQ12_BRINGE_NPC_ZIEL15,'Alchemist'
963337665,DQ12_BRINGE_NPC_ZIEL16,'Veterinarian'
963337666,DQ12_BRINGE_NPC_ZIEL17,'Furrier'
963337667,DQ12_BRINGE_NPC_ZIEL18,'Tailor'
963337668,DQ12_BRINGE_NPC_ZIEL19,'Maidservant'
963337772,DQ12_BRINGE_NPC_ZIEL20,'Servant'
963337773,DQ12_BRINGE_NPC_ZIEL21,"Lady's Maid"
963337774,DQ12_BRINGE_NPC_ZIEL22,'Geologist'
963337775,DQ12_BRINGE_NPC_ZIEL23,'Dancer'
963698323,NQ_Q26551_QSIEG,"The commander of the troops from Slater's Grave has hired me as bounty hunter to catch the outlawed bandit Robert. <n>When Robert is dead, I must cut a lock of his hair, to give the commander something to boast about. "
966699528,DQ_15010_LOG_ZIEL,'The salt merchant has received the meat from butcher Hullings on time and he was able to deliver the salted meat in a timely manner. The preparations for Farmer Wilbur’s burial service are now finished.<n>Quest completed.'
969236681,NQ_UW9517_LOG_TITLE,"Pirate's Binge"
969486312,NQ_7624_LOG_TITLE,'Fresh Meat'
972251123,NQ_DWHE15670_LOG_NPC_ZIEL,'Wings'
974056007,DQ_15001_ZIEL,'Thank you so much for your assistance. Finally, I am able to complete my work and then I can put the new cure to the test.'
974214185,NQ_UW9515_LOG_HEADER,"Pick up Sebastian's Instruments from the Pawnbroker."
974348781,DQ13_TOETE_NPC_ZIEL10,'Magician'
974348782,DQ13_TOETE_NPC_ZIEL11,'Dark Elf'
974348783,DQ13_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
974348784,DQ13_TOETE_NPC_ZIEL13,'Robber'
974348785,DQ13_TOETE_NPC_ZIEL14,'Lich'
974348786,DQ13_TOETE_NPC_ZIEL15,'Poisonous Spider'
974348787,DQ13_TOETE_NPC_ZIEL16,'Nobleman'
974348788,DQ13_TOETE_NPC_ZIEL17,'Mummy'
974348789,DQ13_TOETE_NPC_ZIEL18,'Undead Mage'
985195613,DQ_15006_OFFEN,'Apparently, you are not very reliable. Else why is Jack not here yet? Now, if you please…'
987695846,NQ_UW9516_LOG_QSIEG,'The preparations for the binge are finished. All that is missing is the guests. Knowing this useless pirate, I will have to help him again… I think I will ask him.'
989145204,DQ_15082_LOG_OFFEN,'These druids sure know how to defend themselves! Their tendril spells were not easy to withstand. Still, I succeeded in obtaining the ten scrolls.'
989850944,NQ_B3262_POST,'Dialogue 1 c'
990520240,DQ7_TOETE_NPC_ZIEL10,'Magician'
990520241,DQ7_TOETE_NPC_ZIEL11,'Dark Elf'
990520242,DQ7_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
990520243,DQ7_TOETE_NPC_ZIEL13,'Robber'
990520244,DQ7_TOETE_NPC_ZIEL14,'Lich'
990520245,DQ7_TOETE_NPC_ZIEL15,'Poisonous Spider'
990520246,DQ7_TOETE_NPC_ZIEL16,'Nobleman'
990520247,DQ7_TOETE_NPC_ZIEL17,'Mummy'
990520248,DQ7_TOETE_NPC_ZIEL18,'Undead Mage'
990633868,DQ_15069_ZIEL,'Excellent work, these appear to be of exceedingly good quality. Here is your reward. You definitely deserve it! See you later…'
993727775,DQ_15058_LOG_OFFEN,'That was indeed a sizeable monster. I have never seen anything like it before. I wonder where it came from.'
995398913,DQ_15018_LOG_OFFEN,"These three orc shamans were no more difficult for me than a morning's stroll. Now I will deal with Gindholm."
995719363,DQ_15012_LOG_ZIEL,'Lieutenant Bole has thanked me for my commitment to the Crown.<n>Quest completed.'
1150977033,DQ_15062_LOG_OFFEN,'Well, it seems I was able to shed some light on the fate of these men. There is no doubt that Dark Elves have killed them. There are distinct traces of their weapons. I am going to take Herman Brickler’s signet ring and hand it to his wife.'
1153606146,Q_205_LOG_POST,'I have a bad feeling about this...'
1154083703,NQ_6001_LOG_TITLE,'The Plains of Tyr-Hadar'
1156432213,NQ_SF20744_TEXT,'Noxious Ring of the Prince'
1159391347,NQ_UW14267_LOG_ABBRUCH,"A merchant requires an escort for a meeting with another merchant. It looks as if this meeting is closely connected with supplying the royal troops in the south of the kingdom. I shall escort the merchant to the thieves' district in the town. "
1165113260,NQ_7618_LOG_SIEG,'The pirate’s brother was hiding on the island. He was in a terrible predicament. I don’t know whether he would have been able to last much longer without these potions. He should count himself lucky that his brother sent me to help him.'
1166449658,DQ_15063_LOG_OFFEN,'This was a bloodbath and I was merciless. I now have a bag full of Dark Elf skulls. They were all guilty…'
1168041312,DQ21_BRINGE_NPC_ZIEL10,'Day Laborers'
1168041313,DQ21_BRINGE_NPC_ZIEL11,'Master Builder'
1168041314,DQ21_BRINGE_NPC_ZIEL12,'Carpenter'
1168041315,DQ21_BRINGE_NPC_ZIEL13,'Smith'
1168041316,DQ21_BRINGE_NPC_ZIEL14,'Art Expert'
1168041317,DQ21_BRINGE_NPC_ZIEL15,'Alchemist'
1168041318,DQ21_BRINGE_NPC_ZIEL16,'Veterinarian'
1168041319,DQ21_BRINGE_NPC_ZIEL17,'Furrier'
1168041320,DQ21_BRINGE_NPC_ZIEL18,'Tailor'
1168041321,DQ21_BRINGE_NPC_ZIEL19,'Maidservant'
1168041425,DQ21_BRINGE_NPC_ZIEL20,'Servant'
1168041426,DQ21_BRINGE_NPC_ZIEL21,"Lady's Maid"
1168041427,DQ21_BRINGE_NPC_ZIEL22,'Geologist'
1168041428,DQ21_BRINGE_NPC_ZIEL23,'Dancer'
1171046271,DQ_15042_LOG_ZIEL,'The axe has been returned to its rightful owner, the commander of Slater’s Grave, and soldier Rutger will keep his post.<n>Quest completed.'
1171479348,DQ_15018_ZIEL,"Back already, eh? With the proof? Uhm, yes… well, I would love to do the same, but I am on duty now and tomorrow morning I will have to consult a medic because my hip is hurting badly. What's more, I am not allowed to lift heavy loads and I have difficulties walking properly… These plate boots, ya know… Yes. Well, such is life... anyway, maybe I will see you later some time…"
1171655894,DQ_15059_LOG_OFFEN,'It was not easy to locate the three Dark Elves, but I was finally able to fulfill my duty.'
1173530920,DQ4_BEGLEITE_NPC_ZIEL16_SIEG,'Uta Hengst'
